loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
12.2,2.0,1.0,1.0,30.200000000000003,117.19800000000001,0.07399999999999995,4.3,37.138000000000005,369.696,0.036000000000000004,20.534,7.6,0.0,0.0,0.0,3,1,10,8,1,False
89.4,27.0,13.0,14.4,256.0,1959.55,0.02,66.63,29.86,83695.06400000001,0.658,4649.724,74.8,1.0,5.0,1.0,3,1,67,52,1,True
0.7999999999999998,2.2,2.2,0.19999999999999996,7.0,729.6620000000001,0.604,18.736000000000004,3.9459999999999997,26146.260000000002,0.23800000000000004,1452.5800000000002,1.2,0.0,0.0,0.8,4,16,150,45,3,False
75.4,15.0,7.4,5.6,222.0,1652.6200000000001,0.46599999999999997,37.78,51.556,53476.3,0.556,2970.9,49.0,0.0,4.4,4.0,22,1,3,1,13,True
76.80000000000001,9.0,1.0,6.2,189.8,421.11,0.446,34.112,46.002,8085.25,0.332,1087.42,39.8,0.0,3.0,0.8,18,21,88,36,1,False
11.199999999999996,13.0,12.0,5.8,92.6,559.462,0.07200000000000001,28.26,27.223999999999997,14211.288,0.18199999999999997,789.514,12.799999999999997,8.4,5.0,0.0,24,12,38,23,3,False
28.0,5.2,1.0,5.0,75.0,388.854,0.1,9.9,37.681999999999995,3404.33,0.11,189.13,27.0,0.0,6.2,0.0,9,16,49,44,3,False
34.0,3.2,1.0,2.0,89.8,430.964,0.07400000000000001,11.89,38.982,4777.442,0.14600000000000002,265.41,25.6,4.4,7.6,0.0,12,5,47,14,5,False
93.4,13.2,8.0,8.0,283.0,1625.592,0.09400000000000001,33.0,38.562,57638.216,0.57,3202.1279999999997,68.6,14.0,11.0,1.0,7,10,18,6,3,False
91.0,2.0,1.0,2.6,254.0,44.38,0.020000000000000018,36.072,25.140000000000004,58761.074,0.46599999999999997,3264.5080000000003,68.2,0.0,8.0,0.0,5,6,16,112,29,False
22.8,4.6000000000000005,1.0,4.6000000000000005,105.0,669.1280000000002,0.4,10.364000000000003,13.2,82.5,0.22200000000000003,1336.0680000000002,23.400000000000002,0.0,2.2,1.6,20,11,6,5,21,False
57.2,5.800000000000001,5.800000000000001,6.6000000000000005,164.6,904.1,0.09799999999999999,10.308,85.336,9654.366,0.3,536.356,31.2,12.2,11.8,0.0,11,12,82,73,19,True
26.0,4.0,1.0,4.4,201.8,1092.178,0.274,14.15,29.48,15213.676,0.364,845.21,21.0,0.0,7.800000000000001,0.0,13,17,4,37,11,False
16.0,2.0,1.0,2.0,37.0,135.846,0.15,6.55,24.43,998.5540000000001,0.042,55.477999999999994,9.0,1.0,3.0,0.0,9,3,21,3,3,False
23.400000000000006,6.0,1.4,2.0,60.2,391.51000000000016,0.07,5.809999999999997,12.434000000000001,3997.29,0.09,222.07,15.200000000000003,2.4000000000000004,3.0,0.0,7,30,35,12,1,False
4.0,4.4,1.0,7.4,196.0,1107.8300000000002,0.298,18.4,15.63,19065.872000000003,0.37200000000000005,1059.2100000000003,2.0,0.8,8.8,0.0,0,0,9,0,17,False
66.6,12.0,1.0,1.0,263.4,656.58,0.15400000000000003,27.416,122.874,19178.718,0.45199999999999996,1065.484,62.8,0.0,13.0,0.0,21,24,76,89,1,False
10.600000000000001,0.3999999999999999,1.0,0.6000000000000001,47.0,257.71000000000004,0.6980000000000001,2.4000000000000004,13.86,2778.904,0.08600000000000002,9.16,7.0,0.0,0.0,0.0,3,2,9,38,3,True
45.400000000000006,3.0,1.0,3.0,157.0,165.0,0.16,10.722000000000001,51.19200000000001,31525.496000000003,0.354,1751.418,38.2,1.6,6.800000000000001,0.0,23,12,22,55,13,False
66.2,13.0,10.600000000000001,4.0,193.0,1049.928,0.06,15.42,32.252,6299.19,0.35600000000000004,2441.542,49.6,8.8,1.0,0.0,22,18,44,37,9,False
19.2,12.2,13.0,13.0,112.4,514.62,0.06,18.0,28.38,9194.84,0.17,510.82,24.6,0.0,3.0,0.0,3,0,3,0,3,True
44.6,3.0,1.0,3.0,155.6,896.97,0.066,17.504,45.026,20187.48,0.29200000000000004,1008.578,32.6,1.0,9.0,0.0,12,9,101,16,5,False
